Network,Acc.(%),Time(ms),Gain,Thrshld.T,Exit(%)
B-alexnet(100),77.79,1.9237027883529663,1.9579125573335618,"{0.1, 0.005}","{58.04, 10.16, 31.8}"
B-alexnet(100),78.03,1.8877588748931886,1.9951922334927277,"{0.1, 0.01}","{58.04, 11.94, 30.02}"
B-alexnet(100),77.79,1.7669048309326172,2.131660845539619,"{0.1, 0.05}","{58.04, 17.38, 24.58}"
B-alexnet(100),77.77,1.6960798978805542,2.220674775168587,"{0.1, 0.1}","{58.04, 20.78, 21.18}"
B-alexnet(100),77.13,1.4582568407058716,2.5828384553099077,"{0.1, 0.5}","{58.04, 31.66, 10.3}"
B-alexnet(100),76.75,1.3199281692504883,2.853520315452171,"{0.1, 0.75}","{58.04, 37.86, 4.1}"
B-alexnet(100),76.67,1.269952440261841,2.9658133064552312,"{0.1, 1.0}","{58.04, 40.27, 1.69}"
B-alexnet(100),76.37,1.2301731824874877,3.0617167562357985,"{0.1, 5.0}","{58.04, 41.96, 0.0}"
B-alexnet(100),76.37,1.2318381547927857,3.057578490518045,"{0.1, 10.0}","{58.04, 41.96, 0.0}"
B-alexnet(100),77.19,1.5295525312423706,2.462446871853815,"{0.5, 0.0001}","{78.09, 1.43, 20.48}"
B-alexnet(100),77.09,1.491581702232361,2.5251327770090315,"{0.5, 0.001}","{78.09, 2.85, 19.06}"
B-alexnet(100),77.14,1.4643720388412476,2.5720525563122822,"{0.5, 0.005}","{78.09, 4.25, 17.66}"
B-alexnet(100),77.32,1.444931983947754,2.6066568445688496,"{0.5, 0.01}","{78.09, 5.06, 16.85}"
B-alexnet(100),77.53999999999999,1.3830402135848998,2.723306096885701,"{0.5, 0.05}","{78.09, 7.93, 13.98}"
B-alexnet(100),77.49000000000001,1.3411056280136109,2.808460248930992,"{0.5, 0.1}","{78.09, 9.62, 12.29}"
B-alexnet(100),77.13,1.1980860710144043,3.1437155785517654,"{0.5, 0.5}","{78.09, 15.89, 6.02}"
B-alexnet(100),76.88000000000001,1.1259075641632081,3.345249615312015,"{0.5, 0.75}","{78.09, 19.3, 2.61}"
B-alexnet(100),76.92999999999999,1.0951644897460937,3.439156292190485,"{0.5, 1.0}","{78.09, 20.84, 1.07}"
B-alexnet(100),76.79,1.0759602785110474,3.5005398629640845,"{0.5, 5.0}","{78.09, 21.91, 0.0}"
B-alexnet(100),76.79,1.0714826345443724,3.515168351277543,"{0.5, 10.0}","{78.09, 21.91, 0.0}"
B-alexnet(100),76.13,1.2086170434951784,3.1163236247287665,"{0.75, 0.0001}","{89.27, 0.53, 10.2}"
B-alexnet(100),76.07000000000001,1.2037130117416381,3.1290197988673727,"{0.75, 0.001}","{89.27, 1.11, 9.62}"
B-alexnet(100),76.03,1.190426778793335,3.1639424725573453,"{0.75, 0.005}","{89.27, 1.64, 9.09}"
B-alexnet(100),76.11,1.181188988685608,3.1886868925903586,"{0.75, 0.01}","{89.27, 1.97, 8.76}"
B-alexnet(100),76.19,1.1467583417892457,3.2844250690317334,"{0.75, 0.05}","{89.27, 3.29, 7.44}"
B-alexnet(100),76.28,1.126752233505249,3.342741850332719,"{0.75, 0.1}","{89.27, 3.98, 6.75}"
B-alexnet(100),75.94,1.057127809524536,3.5629011099309658,"{0.75, 0.5}","{89.27, 7.21, 3.52}"
B-alexnet(100),76.05,1.0194990634918213,3.69440441955254,"{0.75, 0.75}","{89.27, 8.98, 1.75}"
B-alexnet(100),76.05,0.9992332696914673,3.769331906909807,"{0.75, 1.0}","{89.27, 10.0, 0.73}"
B-alexnet(100),75.91,0.9837411403656007,3.8286920118986663,"{0.75, 5.0}","{89.27, 10.73, 0.0}"
B-alexnet(100),75.91,0.981187915802002,3.83865494594402,"{0.75, 10.0}","{89.27, 10.73, 0.0}"
B-alexnet(100),75.33999999999999,1.0343436241149901,3.6413835383927853,"{1.0, 0.0001}","{95.23, 0.14, 4.63}"
B-alexnet(100),75.42999999999999,1.020093321800232,3.6922522335965784,"{1.0, 0.001}","{95.23, 0.36, 4.41}"
B-alexnet(100),75.39,1.0235304594039918,3.6798532093388627,"{1.0, 0.005}","{95.23, 0.52, 4.25}"
B-alexnet(100),75.41,1.017172169685364,3.70285577815102,"{1.0, 0.01}","{95.23, 0.6, 4.17}"
B-alexnet(100),75.42999999999999,1.0086222887039185,3.73424411504305,"{1.0, 0.05}","{95.23, 1.13, 3.64}"
B-alexnet(100),75.47,1.0027425765991211,3.7561403432853506,"{1.0, 0.1}","{95.23, 1.49, 3.28}"
B-alexnet(100),75.39,0.9762518644332886,3.8580636648312763,"{1.0, 0.5}","{95.23, 2.91, 1.86}"
B-alexnet(100),75.36,0.9482561349868774,3.9719667576376736,"{1.0, 0.75}","{95.23, 3.81, 0.96}"
B-alexnet(100),75.33,0.9434807062149049,3.9920708723384792,"{1.0, 1.0}","{95.23, 4.35, 0.42}"
B-alexnet(100),75.25,0.9385628461837769,4.012988433548503,"{1.0, 5.0}","{95.23, 4.77, 0.0}"
B-alexnet(100),75.25,0.9306273221969604,4.047207465392597,"{1.0, 10.0}","{95.23, 4.77, 0.0}"
B-alexnet(100),74.65,0.8973390102386474,4.197345488069414,"{5.0, 0.0001}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.9000082015991211,4.184897247826966,"{5.0, 0.001}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.9051852464675904,4.160962477671928,"{5.0, 0.005}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.8964888572692871,4.2013258897232415,"{5.0, 0.01}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.9024377822875976,4.173630492670943,"{5.0, 0.05}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.9050611734390259,4.161532895707193,"{5.0, 0.1}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.9055293560028076,4.1593812734240965,"{5.0, 0.5}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.9071444511413573,4.151975841504593,"{5.0, 0.75}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.9067100763320922,4.1539649158088325,"{5.0, 1.0}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.9074288606643677,4.150674514734175,"{5.0, 5.0}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.9070766687393188,4.152286102925091,"{5.0, 10.0}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.9069748401641846,4.152752291576293,"{10.0, 0.0001}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.9067122220993041,4.153955085300874,"{10.0, 0.001}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.8972148180007934,4.197926483521953,"{10.0, 0.005}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.8996991157531739,4.186334942366617,"{10.0, 0.01}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.8969225406646728,4.199294448662983,"{10.0, 0.05}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.9066754579544067,4.154123521101483,"{10.0, 0.1}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.8956798315048218,4.205120751201802,"{10.0, 0.5}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.8966652631759644,4.200499339690292,"{10.0, 0.75}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.8960992336273194,4.203152624790987,"{10.0, 1.0}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.8948223114013673,4.209150574257915,"{10.0, 5.0}","{100.0, 0.0, 0.0}"
B-alexnet(100),74.65,0.8972100496292114,4.19794879409834,"{10.0, 10.0}","{100.0, 0.0, 0.0}"
